state_fips,state,state_abbr,zipcode,county,city,url
13,Georgia,GA,31726,Terrell,Bronwood,https://www.countyhealthrankings.org/app/georgia/2021/rankings/terrell/county/outcomes/overall/snapshot
13,Georgia,GA,31728,Grady,Cairo,https://www.countyhealthrankings.org/app/georgia/2021/rankings/grady/county/outcomes/overall/snapshot
13,Georgia,GA,31733,Tift,Chula,https://www.countyhealthrankings.org/app/georgia/2021/rankings/tift/county/outcomes/overall/snapshot
13,Georgia,GA,31750,Ben Hill,Fitzgerald,https://www.countyhealthrankings.org/app/georgia/2021/rankings/ben-hill/county/outcomes/overall/snapshot
13,Georgia,GA,31754,Quitman,Georgetown,https://www.countyhealthrankings.org/app/georgia/2021/rankings/quitman/county/outcomes/overall/snapshot
13,Georgia,GA,31772,Worth,Oakfield,https://www.countyhealthrankings.org/app/georgia/2021/rankings/worth/county/outcomes/overall/snapshot
13,Georgia,GA,31774,Irwin,Ocilla,https://www.countyhealthrankings.org/app/georgia/2021/rankings/irwin/county/outcomes/overall/snapshot
13,Georgia,GA,31804,Harris,Cataula,https://www.countyhealthrankings.org/app/georgia/2021/rankings/harris/county/outcomes/overall/snapshot
13,Georgia,GA,31805,Chattahoochee,Cusseta,https://www.countyhealthrankings.org/app/georgia/2021/rankings/chattahoochee/county/outcomes/overall/snapshot
13,Georgia,GA,31806,Schley,Ellaville,https://www.countyhealthrankings.org/app/georgia/2021/rankings/schley/county/outcomes/overall/snapshot
13,Georgia,GA,31810,Talbot,Geneva,https://www.countyhealthrankings.org/app/georgia/2021/rankings/talbot/county/outcomes/overall/snapshot
13,Georgia,GA,31814,Stewart,Louvale,https://www.countyhealthrankings.org/app/georgia/2021/rankings/stewart/county/outcomes/overall/snapshot
13,Georgia,GA,31820,Muscogee,Midland,https://www.countyhealthrankings.org/app/georgia/2021/rankings/muscogee/county/outcomes/overall/snapshot
13,Georgia,GA,31824,Webster,Preston,https://www.countyhealthrankings.org/app/georgia/2021/rankings/webster/county/outcomes/overall/snapshot
15,Hawaii,HI,96701,Honolulu,Aiea,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/honolulu/county/outcomes/overall/snapshot
15,Hawaii,HI,96703,Kauai,Anahola,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/kauai/county/outcomes/overall/snapshot
15,Hawaii,HI,96704,Hawaii,Captain cook,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/hawaii/county/outcomes/overall/snapshot
15,Hawaii,HI,96708,Maui,Haiku,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/maui/county/outcomes/overall/snapshot
15,Hawaii,HI,96742,Kalawao,Kalaupapa,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/kalawao/county/outcomes/overall/snapshot
16,Idaho,ID,83120,Caribou,,https://www.countyhealthrankings.org/app/idaho/2021/rankings/caribou/county/outcomes/overall/snapshot
16,Idaho,ID,83201,Bannock,Pocatello,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bannock/county/outcomes/overall/snapshot
16,Idaho,ID,83203,Bingham,Fort hall,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bingham/county/outcomes/overall/snapshot
16,Idaho,ID,83211,Power,American falls,https://www.countyhealthrankings.org/app/idaho/2021/rankings/power/county/outcomes/overall/snapshot
16,Idaho,ID,83220,Bear Lake,Bern,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bear-lake/county/outcomes/overall/snapshot
16,Idaho,ID,83243,Oneida,Holbrook,https://www.countyhealthrankings.org/app/idaho/2021/rankings/oneida/county/outcomes/overall/snapshot
16,Idaho,ID,83253,Lemhi,Patterson,https://www.countyhealthrankings.org/app/idaho/2021/rankings/lemhi/county/outcomes/overall/snapshot
16,Idaho,ID,83301,Twin Falls,Twin falls,https://www.countyhealthrankings.org/app/idaho/2021/rankings/twin-falls/county/outcomes/overall/snapshot
16,Idaho,ID,83311,Cassia,Albion,https://www.countyhealthrankings.org/app/idaho/2021/rankings/cassia/county/outcomes/overall/snapshot
16,Idaho,ID,83313,Blaine,Bellevue,https://www.countyhealthrankings.org/app/idaho/2021/rankings/blaine/county/outcomes/overall/snapshot
16,Idaho,ID,83314,Gooding,Bliss,https://www.countyhealthrankings.org/app/idaho/2021/rankings/gooding/county/outcomes/overall/snapshot
16,Idaho,ID,83322,Camas,Corral,https://www.countyhealthrankings.org/app/idaho/2021/rankings/camas/county/outcomes/overall/snapshot
16,Idaho,ID,83325,Jerome,Eden,https://www.countyhealthrankings.org/app/idaho/2021/rankings/jerome/county/outcomes/overall/snapshot
16,Idaho,ID,83336,Minidoka,Heyburn,https://www.countyhealthrankings.org/app/idaho/2021/rankings/minidoka/county/outcomes/overall/snapshot
16,Idaho,ID,83401,Bonneville,Ammon,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bonneville/county/outcomes/overall/snapshot
16,Idaho,ID,83422,Teton,Driggs,https://www.countyhealthrankings.org/app/idaho/2021/rankings/teton/county/outcomes/overall/snapshot
16,Idaho,ID,83501,Nez Perce,South gate plaza,https://www.countyhealthrankings.org/app/idaho/2021/rankings/nez-perce/county/outcomes/overall/snapshot
16,Idaho,ID,83520,Clearwater,Ahsahka,https://www.countyhealthrankings.org/app/idaho/2021/rankings/clearwater/county/outcomes/overall/snapshot
16,Idaho,ID,83522,Idaho,Cottonwood,https://www.countyhealthrankings.org/app/idaho/2021/rankings/idaho/county/outcomes/overall/snapshot
16,Idaho,ID,83523,Lewis,Craigmont,https://www.countyhealthrankings.org/app/idaho/2021/rankings/lewis/county/outcomes/overall/snapshot
16,Idaho,ID,83535,Latah,Juliaetta,https://www.countyhealthrankings.org/app/idaho/2021/rankings/latah/county/outcomes/overall/snapshot
16,Idaho,ID,83602,Boise,Banks,https://www.countyhealthrankings.org/app/idaho/2021/rankings/boise/county/outcomes/overall/snapshot
16,Idaho,ID,83604,Owyhee,Grasmere,https://www.countyhealthrankings.org/app/idaho/2021/rankings/owyhee/county/outcomes/overall/snapshot
16,Idaho,ID,83605,Canyon,Caldwell,https://www.countyhealthrankings.org/app/idaho/2021/rankings/canyon/county/outcomes/overall/snapshot
16,Idaho,ID,83611,Valley,West mountain,https://www.countyhealthrankings.org/app/idaho/2021/rankings/valley/county/outcomes/overall/snapshot
16,Idaho,ID,83616,Ada,Eagle,https://www.countyhealthrankings.org/app/idaho/2021/rankings/ada/county/outcomes/overall/snapshot
16,Idaho,ID,83617,Gem,Montour,https://www.countyhealthrankings.org/app/idaho/2021/rankings/gem/county/outcomes/overall/snapshot
16,Idaho,ID,83619,Payette,Fruitland,https://www.countyhealthrankings.org/app/idaho/2021/rankings/payette/county/outcomes/overall/snapshot
16,Idaho,ID,83801,Kootenai,Athol,https://www.countyhealthrankings.org/app/idaho/2021/rankings/kootenai/county/outcomes/overall/snapshot
16,Idaho,ID,83802,Shoshone,Avery,https://www.countyhealthrankings.org/app/idaho/2021/rankings/shoshone/county/outcomes/overall/snapshot
16,Idaho,ID,83804,Bonner,Blanchard,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bonner/county/outcomes/overall/snapshot
16,Idaho,ID,83805,Boundary,Bonners ferry,https://www.countyhealthrankings.org/app/idaho/2021/rankings/boundary/county/outcomes/overall/snapshot
16,Idaho,ID,83824,Benewah,Desmet,https://www.countyhealthrankings.org/app/idaho/2021/rankings/benewah/county/outcomes/overall/snapshot
17,Illinois,IL,52761,Rock Island,,https://www.countyhealthrankings.org/app/illinois/2021/rankings/rock-island/county/outcomes/overall/snapshot
17,Illinois,IL,60012,McHenry,Crystal lake,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mchenry/county/outcomes/overall/snapshot
17,Illinois,IL,60101,DuPage,Addison,https://www.countyhealthrankings.org/app/illinois/2021/rankings/dupage/county/outcomes/overall/snapshot
17,Illinois,IL,60109,Kane,Burlington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kane/county/outcomes/overall/snapshot
17,Illinois,IL,60113,Ogle,Creston,https://www.countyhealthrankings.org/app/illinois/2021/rankings/ogle/county/outcomes/overall/snapshot
17,Illinois,IL,60401,Will,Beecher,https://www.countyhealthrankings.org/app/illinois/2021/rankings/will/county/outcomes/overall/snapshot
17,Illinois,IL,60407,Grundy,Braceville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/grundy/county/outcomes/overall/snapshot
17,Illinois,IL,60420,Livingston,Dwight,https://www.countyhealthrankings.org/app/illinois/2021/rankings/livingston/county/outcomes/overall/snapshot
17,Illinois,IL,60470,La Salle,Ransom,https://www.countyhealthrankings.org/app/illinois/2021/rankings/la-salle/county/outcomes/overall/snapshot
17,Illinois,IL,60512,Kendall,Bristol,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kendall/county/outcomes/overall/snapshot
17,Illinois,IL,60901,Kankakee,Kankakee,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kankakee/county/outcomes/overall/snapshot
17,Illinois,IL,60911,Iroquois,Ashkum,https://www.countyhealthrankings.org/app/illinois/2021/rankings/iroquois/county/outcomes/overall/snapshot
17,Illinois,IL,60919,Ford,Cabery,https://www.countyhealthrankings.org/app/illinois/2021/rankings/ford/county/outcomes/overall/snapshot
17,Illinois,IL,60932,Vermilion,East lynn,https://www.countyhealthrankings.org/app/illinois/2021/rankings/vermilion/county/outcomes/overall/snapshot
17,Illinois,IL,60949,Champaign,Ludlow,https://www.countyhealthrankings.org/app/illinois/2021/rankings/champaign/county/outcomes/overall/snapshot
17,Illinois,IL,61001,Jo Daviess,Apple river,https://www.countyhealthrankings.org/app/illinois/2021/rankings/jo-daviess/county/outcomes/overall/snapshot
17,Illinois,IL,61013,Stephenson,Cedarville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/stephenson/county/outcomes/overall/snapshot
17,Illinois,IL,61016,Winnebago,Cherry valley,https://www.countyhealthrankings.org/app/illinois/2021/rankings/winnebago/county/outcomes/overall/snapshot
17,Illinois,IL,61037,Whiteside,Galt,https://www.countyhealthrankings.org/app/illinois/2021/rankings/whiteside/county/outcomes/overall/snapshot
17,Illinois,IL,61231,Mercer,Aledo,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mercer/county/outcomes/overall/snapshot
17,Illinois,IL,61312,Bureau,Arlington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/bureau/county/outcomes/overall/snapshot
17,Illinois,IL,61401,Knox,Galesburg,https://www.countyhealthrankings.org/app/illinois/2021/rankings/knox/county/outcomes/overall/snapshot
17,Illinois,IL,61411,McDonough,Adair,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mcdonough/county/outcomes/overall/snapshot
17,Illinois,IL,61418,Henderson,Biggsville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/henderson/county/outcomes/overall/snapshot
17,Illinois,IL,61421,Stark,Bradford,https://www.countyhealthrankings.org/app/illinois/2021/rankings/stark/county/outcomes/overall/snapshot
17,Illinois,IL,61451,Peoria,Laura,https://www.countyhealthrankings.org/app/illinois/2021/rankings/peoria/county/outcomes/overall/snapshot
17,Illinois,IL,61452,Schuyler,Littleton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/schuyler/county/outcomes/overall/snapshot
17,Illinois,IL,61516,Woodford,Benson,https://www.countyhealthrankings.org/app/illinois/2021/rankings/woodford/county/outcomes/overall/snapshot
17,Illinois,IL,61532,Mason,Forest city,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mason/county/outcomes/overall/snapshot
17,Illinois,IL,61534,Tazewell,Green valley,https://www.countyhealthrankings.org/app/illinois/2021/rankings/tazewell/county/outcomes/overall/snapshot
17,Illinois,IL,61701,McLean,Bloomington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mclean/county/outcomes/overall/snapshot
17,Illinois,IL,61727,De Witt,Clinton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/de-witt/county/outcomes/overall/snapshot
17,Illinois,IL,61813,Piatt,Bement,https://www.countyhealthrankings.org/app/illinois/2021/rankings/piatt/county/outcomes/overall/snapshot
17,Illinois,IL,61912,Coles,Ashmore,https://www.countyhealthrankings.org/app/illinois/2021/rankings/coles/county/outcomes/overall/snapshot
17,Illinois,IL,61914,Moultrie,Bethany,https://www.countyhealthrankings.org/app/illinois/2021/rankings/moultrie/county/outcomes/overall/snapshot
17,Illinois,IL,61917,Edgar,Brocton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/edgar/county/outcomes/overall/snapshot
17,Illinois,IL,62009,Macoupin,Benld,https://www.countyhealthrankings.org/app/illinois/2021/rankings/macoupin/county/outcomes/overall/snapshot
17,Illinois,IL,62022,Jersey,Dow,https://www.countyhealthrankings.org/app/illinois/2021/rankings/jersey/county/outcomes/overall/snapshot
17,Illinois,IL,62083,Christian,Rosamond,https://www.countyhealthrankings.org/app/illinois/2021/rankings/christian/county/outcomes/overall/snapshot
17,Illinois,IL,62086,Bond,Sorento,https://www.countyhealthrankings.org/app/illinois/2021/rankings/bond/county/outcomes/overall/snapshot
17,Illinois,IL,62215,Clinton,Albers,https://www.countyhealthrankings.org/app/illinois/2021/rankings/clinton/county/outcomes/overall/snapshot
17,Illinois,IL,62353,Brown,Mount sterling,https://www.countyhealthrankings.org/app/illinois/2021/rankings/brown/county/outcomes/overall/snapshot
17,Illinois,IL,62410,Wabash,Allendale,https://www.countyhealthrankings.org/app/illinois/2021/rankings/wabash/county/outcomes/overall/snapshot
17,Illinois,IL,62419,Richland,Calhoun,https://www.countyhealthrankings.org/app/illinois/2021/rankings/richland/county/outcomes/overall/snapshot
17,Illinois,IL,62428,Cumberland,Hazel dell,https://www.countyhealthrankings.org/app/illinois/2021/rankings/cumberland/county/outcomes/overall/snapshot
17,Illinois,IL,62476,Edwards,West salem,https://www.countyhealthrankings.org/app/illinois/2021/rankings/edwards/county/outcomes/overall/snapshot
17,Illinois,IL,62515,Sangamon,Buffalo hart,https://www.countyhealthrankings.org/app/illinois/2021/rankings/sangamon/county/outcomes/overall/snapshot
17,Illinois,IL,62611,Cass,Arenzville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/cass/county/outcomes/overall/snapshot
17,Illinois,IL,62613,Menard,Fancy prairie,https://www.countyhealthrankings.org/app/illinois/2021/rankings/menard/county/outcomes/overall/snapshot
17,Illinois,IL,62867,Gallatin,New haven,https://www.countyhealthrankings.org/app/illinois/2021/rankings/gallatin/county/outcomes/overall/snapshot
17,Illinois,IL,62910,Massac,New liberty,https://www.countyhealthrankings.org/app/illinois/2021/rankings/massac/county/outcomes/overall/snapshot
17,Illinois,IL,62914,Alexander,Cairo,https://www.countyhealthrankings.org/app/illinois/2021/rankings/alexander/county/outcomes/overall/snapshot
17,Illinois,IL,62915,Williamson,Cambria,https://www.countyhealthrankings.org/app/illinois/2021/rankings/williamson/county/outcomes/overall/snapshot
17,Illinois,IL,62919,Hardin,Cave in rock,https://www.countyhealthrankings.org/app/illinois/2021/rankings/hardin/county/outcomes/overall/snapshot
18,Indiana,IN,46045,Tipton,Goldsmith,https://www.countyhealthrankings.org/app/indiana/2021/rankings/tipton/county/outcomes/overall/snapshot
18,Indiana,IN,46103,Hendricks,Amo,https://www.countyhealthrankings.org/app/indiana/2021/rankings/hendricks/county/outcomes/overall/snapshot
18,Indiana,IN,46104,Rush,Arlington,https://www.countyhealthrankings.org/app/indiana/2021/rankings/rush/county/outcomes/overall/snapshot
18,Indiana,IN,46301,Porter,Beverly shores,https://www.countyhealthrankings.org/app/indiana/2021/rankings/porter/county/outcomes/overall/snapshot
18,Indiana,IN,46340,La Porte,Hanna,https://www.countyhealthrankings.org/app/indiana/2021/rankings/la-porte/county/outcomes/overall/snapshot
18,Indiana,IN,46366,Starke,North judson,https://www.countyhealthrankings.org/app/indiana/2021/rankings/starke/county/outcomes/overall/snapshot
18,Indiana,IN,46502,Kosciusko,Atwood,https://www.countyhealthrankings.org/app/indiana/2021/rankings/kosciusko/county/outcomes/overall/snapshot
18,Indiana,IN,46507,Elkhart,Bristol,https://www.countyhealthrankings.org/app/indiana/2021/rankings/elkhart/county/outcomes/overall/snapshot
18,Indiana,IN,46530,St. Joseph,Granger,https://www.countyhealthrankings.org/app/indiana/2021/rankings/st-joseph/county/outcomes/overall/snapshot
18,Indiana,IN,46565,Lagrange,Shipshewana,https://www.countyhealthrankings.org/app/indiana/2021/rankings/lagrange/county/outcomes/overall/snapshot
18,Indiana,IN,46701,Noble,Albion,https://www.countyhealthrankings.org/app/indiana/2021/rankings/noble/county/outcomes/overall/snapshot
18,Indiana,IN,46702,Huntington,Andrews,https://www.countyhealthrankings.org/app/indiana/2021/rankings/huntington/county/outcomes/overall/snapshot
18,Indiana,IN,46703,Steuben,Angola,https://www.countyhealthrankings.org/app/indiana/2021/rankings/steuben/county/outcomes/overall/snapshot
18,Indiana,IN,46705,De Kalb,Ashley,https://www.countyhealthrankings.org/app/indiana/2021/rankings/de-kalb/county/outcomes/overall/snapshot
18,Indiana,IN,46714,Wells,Bluffton,https://www.countyhealthrankings.org/app/indiana/2021/rankings/wells/county/outcomes/overall/snapshot
18,Indiana,IN,46723,Whitley,Churubusco,https://www.countyhealthrankings.org/app/indiana/2021/rankings/whitley/county/outcomes/overall/snapshot
18,Indiana,IN,46741,Allen,Grabill,https://www.countyhealthrankings.org/app/indiana/2021/rankings/allen/county/outcomes/overall/snapshot
18,Indiana,IN,46911,Miami,Amboy,https://www.countyhealthrankings.org/app/indiana/2021/rankings/miami/county/outcomes/overall/snapshot
18,Indiana,IN,47001,Dearborn,Aurora,https://www.countyhealthrankings.org/app/indiana/2021/rankings/dearborn/county/outcomes/overall/snapshot
18,Indiana,IN,47006,Ripley,Batesville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/ripley/county/outcomes/overall/snapshot
18,Indiana,IN,47011,Switzerland,Bennington,https://www.countyhealthrankings.org/app/indiana/2021/rankings/switzerland/county/outcomes/overall/snapshot
18,Indiana,IN,47040,Ohio,Rising sun,https://www.countyhealthrankings.org/app/indiana/2021/rankings/ohio/county/outcomes/overall/snapshot
18,Indiana,IN,47112,Harrison,Corydon,https://www.countyhealthrankings.org/app/indiana/2021/rankings/harrison/county/outcomes/overall/snapshot
18,Indiana,IN,47201,Bartholomew,Columbus,https://www.countyhealthrankings.org/app/indiana/2021/rankings/bartholomew/county/outcomes/overall/snapshot
18,Indiana,IN,47223,Jennings,Butlerville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/jennings/county/outcomes/overall/snapshot
18,Indiana,IN,47302,Delaware,Muncie,https://www.countyhealthrankings.org/app/indiana/2021/rankings/delaware/county/outcomes/overall/snapshot
18,Indiana,IN,47326,Jay,Bryant,https://www.countyhealthrankings.org/app/indiana/2021/rankings/jay/county/outcomes/overall/snapshot
18,Indiana,IN,47348,Blackford,Hartford city,https://www.countyhealthrankings.org/app/indiana/2021/rankings/blackford/county/outcomes/overall/snapshot
18,Indiana,IN,47427,Owen,Coal city,https://www.countyhealthrankings.org/app/indiana/2021/rankings/owen/county/outcomes/overall/snapshot
18,Indiana,IN,47501,Daviess,Washington,https://www.countyhealthrankings.org/app/indiana/2021/rankings/daviess/county/outcomes/overall/snapshot
18,Indiana,IN,47513,Dubois,Birdseye,https://www.countyhealthrankings.org/app/indiana/2021/rankings/dubois/county/outcomes/overall/snapshot
18,Indiana,IN,47523,Spencer,Dale,https://www.countyhealthrankings.org/app/indiana/2021/rankings/spencer/county/outcomes/overall/snapshot
18,Indiana,IN,47601,Warrick,Boonville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/warrick/county/outcomes/overall/snapshot
18,Indiana,IN,47612,Posey,Cynthiana,https://www.countyhealthrankings.org/app/indiana/2021/rankings/posey/county/outcomes/overall/snapshot
18,Indiana,IN,47639,Gibson,Haubstadt,https://www.countyhealthrankings.org/app/indiana/2021/rankings/gibson/county/outcomes/overall/snapshot
18,Indiana,IN,47708,Vanderburgh,Evansville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/vanderburgh/county/outcomes/overall/snapshot
18,Indiana,IN,47802,Vigo,Terre haute,https://www.countyhealthrankings.org/app/indiana/2021/rankings/vigo/county/outcomes/overall/snapshot
18,Indiana,IN,47832,Parke,Bloomingdale,https://www.countyhealthrankings.org/app/indiana/2021/rankings/parke/county/outcomes/overall/snapshot
18,Indiana,IN,47838,Sullivan,Carlisle,https://www.countyhealthrankings.org/app/indiana/2021/rankings/sullivan/county/outcomes/overall/snapshot
18,Indiana,IN,47842,Vermillion,Clinton,https://www.countyhealthrankings.org/app/indiana/2021/rankings/vermillion/county/outcomes/overall/snapshot
18,Indiana,IN,47901,Tippecanoe,Lafayette,https://www.countyhealthrankings.org/app/indiana/2021/rankings/tippecanoe/county/outcomes/overall/snapshot
18,Indiana,IN,47918,Fountain,Attica,https://www.countyhealthrankings.org/app/indiana/2021/rankings/fountain/county/outcomes/overall/snapshot
19,Iowa,IA,50002,Adair,Adair,https://www.countyhealthrankings.org/app/iowa/2021/rankings/adair/county/outcomes/overall/snapshot
19,Iowa,IA,50010,Story,Ames,https://www.countyhealthrankings.org/app/iowa/2021/rankings/story/county/outcomes/overall/snapshot
19,Iowa,IA,50025,Audubon,Audubon,https://www.countyhealthrankings.org/app/iowa/2021/rankings/audubon/county/outcomes/overall/snapshot
19,Iowa,IA,50026,Guthrie,Bagley,https://www.countyhealthrankings.org/app/iowa/2021/rankings/guthrie/county/outcomes/overall/snapshot
19,Iowa,IA,50027,Mahaska,Barnes city,https://www.countyhealthrankings.org/app/iowa/2021/rankings/mahaska/county/outcomes/overall/snapshot
19,Iowa,IA,50049,Lucas,Chariton,https://www.countyhealthrankings.org/app/iowa/2021/rankings/lucas/county/outcomes/overall/snapshot
19,Iowa,IA,50071,Wright,Dows,https://www.countyhealthrankings.org/app/iowa/2021/rankings/wright/county/outcomes/overall/snapshot
19,Iowa,IA,50074,Ringgold,Ellston,https://www.countyhealthrankings.org/app/iowa/2021/rankings/ringgold/county/outcomes/overall/snapshot
19,Iowa,IA,50104,Keokuk,Gibson,https://www.countyhealthrankings.org/app/iowa/2021/rankings/keokuk/county/outcomes/overall/snapshot
19,Iowa,IA,50112,Poweshiek,Grinnell,https://www.countyhealthrankings.org/app/iowa/2021/rankings/poweshiek/county/outcomes/overall/snapshot
19,Iowa,IA,50173,Tama,Montour,https://www.countyhealthrankings.org/app/iowa/2021/rankings/tama/county/outcomes/overall/snapshot
19,Iowa,IA,50401,Cerro Gordo,Mason city,https://www.countyhealthrankings.org/app/iowa/2021/rankings/cerro-gordo/county/outcomes/overall/snapshot
19,Iowa,IA,50451,Kossuth,Lakota,https://www.countyhealthrankings.org/app/iowa/2021/rankings/kossuth/county/outcomes/overall/snapshot
19,Iowa,IA,50510,Buena Vista,Albert city,https://www.countyhealthrankings.org/app/iowa/2021/rankings/buena-vista/county/outcomes/overall/snapshot
19,Iowa,IA,50514,Emmet,Armstrong,https://www.countyhealthrankings.org/app/iowa/2021/rankings/emmet/county/outcomes/overall/snapshot
19,Iowa,IA,50515,Palo Alto,Ayrshire,https://www.countyhealthrankings.org/app/iowa/2021/rankings/palo-alto/county/outcomes/overall/snapshot
19,Iowa,IA,50535,Sac,Early,https://www.countyhealthrankings.org/app/iowa/2021/rankings/sac/county/outcomes/overall/snapshot
19,Iowa,IA,50540,Pocahontas,Fonda,https://www.countyhealthrankings.org/app/iowa/2021/rankings/pocahontas/county/outcomes/overall/snapshot
19,Iowa,IA,50603,Chickasaw,Alta vista,https://www.countyhealthrankings.org/app/iowa/2021/rankings/chickasaw/county/outcomes/overall/snapshot
19,Iowa,IA,50607,Buchanan,Aurora,https://www.countyhealthrankings.org/app/iowa/2021/rankings/buchanan/county/outcomes/overall/snapshot
19,Iowa,IA,50613,Black Hawk,Cedar falls,https://www.countyhealthrankings.org/app/iowa/2021/rankings/black-hawk/county/outcomes/overall/snapshot
19,Iowa,IA,50622,Bremer,Denver,https://www.countyhealthrankings.org/app/iowa/2021/rankings/bremer/county/outcomes/overall/snapshot
19,Iowa,IA,51001,Plymouth,Akron,https://www.countyhealthrankings.org/app/iowa/2021/rankings/plymouth/county/outcomes/overall/snapshot
19,Iowa,IA,51003,Sioux,Alton,https://www.countyhealthrankings.org/app/iowa/2021/rankings/sioux/county/outcomes/overall/snapshot
19,Iowa,IA,51004,Woodbury,Anthon,https://www.countyhealthrankings.org/app/iowa/2021/rankings/woodbury/county/outcomes/overall/snapshot
19,Iowa,IA,51006,Ida,Battle creek,https://www.countyhealthrankings.org/app/iowa/2021/rankings/ida/county/outcomes/overall/snapshot
19,Iowa,IA,51010,Monona,Castana,https://www.countyhealthrankings.org/app/iowa/2021/rankings/monona/county/outcomes/overall/snapshot
19,Iowa,IA,51046,OBrien,Paullina,https://www.countyhealthrankings.org/app/iowa/2021/rankings/obrien/county/outcomes/overall/snapshot
19,Iowa,IA,51230,Lyon,Alvord,https://www.countyhealthrankings.org/app/iowa/2021/rankings/lyon/county/outcomes/overall/snapshot
19,Iowa,IA,51331,Dickinson,Arnolds park,https://www.countyhealthrankings.org/app/iowa/2021/rankings/dickinson/county/outcomes/overall/snapshot
19,Iowa,IA,51501,Pottawattamie,Manawa,https://www.countyhealthrankings.org/app/iowa/2021/rankings/pottawattamie/county/outcomes/overall/snapshot
19,Iowa,IA,51533,Mills,Emerson,https://www.countyhealthrankings.org/app/iowa/2021/rankings/mills/county/outcomes/overall/snapshot
19,Iowa,IA,51601,Page,Shenandoah,https://www.countyhealthrankings.org/app/iowa/2021/rankings/page/county/outcomes/overall/snapshot
19,Iowa,IA,52001,Dubuque,Dubuque,https://www.countyhealthrankings.org/app/iowa/2021/rankings/dubuque/county/outcomes/overall/snapshot
19,Iowa,IA,52101,Winneshiek,Decorah,https://www.countyhealthrankings.org/app/iowa/2021/rankings/winneshiek/county/outcomes/overall/snapshot
19,Iowa,IA,52140,Allamakee,Dorchester,https://www.countyhealthrankings.org/app/iowa/2021/rankings/allamakee/county/outcomes/overall/snapshot
19,Iowa,IA,52202,Linn,Alburnett,https://www.countyhealthrankings.org/app/iowa/2021/rankings/linn/county/outcomes/overall/snapshot
19,Iowa,IA,52203,Iowa,Amana,https://www.countyhealthrankings.org/app/iowa/2021/rankings/iowa/county/outcomes/overall/snapshot
19,Iowa,IA,52216,Cedar,Clarence,https://www.countyhealthrankings.org/app/iowa/2021/rankings/cedar/county/outcomes/overall/snapshot
19,Iowa,IA,52501,Wapello,Highland center,https://www.countyhealthrankings.org/app/iowa/2021/rankings/wapello/county/outcomes/overall/snapshot
19,Iowa,IA,52537,Davis,Bloomfield,https://www.countyhealthrankings.org/app/iowa/2021/rankings/davis/county/outcomes/overall/snapshot
19,Iowa,IA,52544,Appanoose,Centerville,https://www.countyhealthrankings.org/app/iowa/2021/rankings/appanoose/county/outcomes/overall/snapshot
19,Iowa,IA,52601,Des Moines,Burlington,https://www.countyhealthrankings.org/app/iowa/2021/rankings/des-moines/county/outcomes/overall/snapshot
19,Iowa,IA,52640,Louisa,Morning sun,https://www.countyhealthrankings.org/app/iowa/2021/rankings/louisa/county/outcomes/overall/snapshot
19,Iowa,IA,52720,Muscatine,Atalissa,https://www.countyhealthrankings.org/app/iowa/2021/rankings/muscatine/county/outcomes/overall/snapshot
20,Kansas,KS,66002,Atchison,Atchison,https://www.countyhealthrankings.org/app/kansas/2021/rankings/atchison/county/outcomes/overall/snapshot
20,Kansas,KS,66007,Leavenworth,Basehor,https://www.countyhealthrankings.org/app/kansas/2021/rankings/leavenworth/county/outcomes/overall/snapshot
20,Kansas,KS,66008,Doniphan,Bendena,https://www.countyhealthrankings.org/app/kansas/2021/rankings/doniphan/county/outcomes/overall/snapshot
20,Kansas,KS,66012,Wyandotte,Lake of the fore,https://www.countyhealthrankings.org/app/kansas/2021/rankings/wyandotte/county/outcomes/overall/snapshot
