state_fips,state,state_abbr,zipcode,county,city,url,countyPop,statePop,pofHealth %,obesity %,crimes,unemployment,preDeath,<18 %,>65 %,18 - 65 %
13,Georgia,GA,31626,Thomas,Boston,https://www.countyhealthrankings.org/app/georgia/2021/rankings/thomas/county/outcomes/overall/snapshot,44451,10617423,22,37,264,4,9700,18.7,35.9,45.4
13,Georgia,GA,31733,Tift,Chula,https://www.countyhealthrankings.org/app/georgia/2021/rankings/tift/county/outcomes/overall/snapshot,40644,10617423,23,38,565,3.4,9000,15.4,29.9,54.7
13,Georgia,GA,30436,Toombs,Lyons,https://www.countyhealthrankings.org/app/georgia/2021/rankings/toombs/county/outcomes/overall/snapshot,26830,10617423,26,45,425,4.9,10600,17,25.7,57.3
13,Georgia,GA,30546,Towns,Hiawassee,https://www.countyhealthrankings.org/app/georgia/2021/rankings/towns/county/outcomes/overall/snapshot,12037,10617423,18,26,320,4.8,9000,34.9,1.1,64
13,Georgia,GA,30457,Treutlen,Soperton,https://www.countyhealthrankings.org/app/georgia/2021/rankings/treutlen/county/outcomes/overall/snapshot,6901,10617423,24,28,122,5.3,9100,18.7,31.5,49.8
13,Georgia,GA,30230,Troup,Hogansville,https://www.countyhealthrankings.org/app/georgia/2021/rankings/troup/county/outcomes/overall/snapshot,69922,10617423,22,50,332,3.2,9300,15.2,36.2,48.6
13,Georgia,GA,31714,Turner,Ashburn,https://www.countyhealthrankings.org/app/georgia/2021/rankings/turner/county/outcomes/overall/snapshot,7985,10617423,26,39,1307,3.8,10500,20,39.2,40.8
13,Georgia,GA,31017,Twiggs,Danville,https://www.countyhealthrankings.org/app/georgia/2021/rankings/twiggs/county/outcomes/overall/snapshot,8120,10617423,27,37,222,5.4,15400,23.3,39.9,36.8
13,Georgia,GA,30285,Upson,The rock,https://www.countyhealthrankings.org/app/georgia/2021/rankings/upson/county/outcomes/overall/snapshot,26320,10617423,24,22,381,3.6,11300,18.5,28,53.5
13,Georgia,GA,31501,Ware,Okefenokee,https://www.countyhealthrankings.org/app/georgia/2021/rankings/ware/county/outcomes/overall/snapshot,35734,10617423,24,34,500,3.7,10900,17.6,29.7,52.7
13,Georgia,GA,30807,Warren,Camak,https://www.countyhealthrankings.org/app/georgia/2021/rankings/warren/county/outcomes/overall/snapshot,5254,10617423,28,50,278,4.5,10100,23.1,58,18.9
13,Georgia,GA,31545,Wayne,Jesup,https://www.countyhealthrankings.org/app/georgia/2021/rankings/wayne/county/outcomes/overall/snapshot,29927,10617423,24,41,591,4,10700,16,19.5,64.5
13,Georgia,GA,31824,Webster,Preston,https://www.countyhealthrankings.org/app/georgia/2021/rankings/webster/county/outcomes/overall/snapshot,2607,10617423,26,23,131,5,10700,23.7,41.5,34.8
13,Georgia,GA,30411,Wheeler,Alamo,https://www.countyhealthrankings.org/app/georgia/2021/rankings/wheeler/county/outcomes/overall/snapshot,7855,10617423,28,39,50,7.5,6000,14.8,36.9,48.3
13,Georgia,GA,30710,Whitfield,Cohutta,https://www.countyhealthrankings.org/app/georgia/2021/rankings/whitfield/county/outcomes/overall/snapshot,104628,10617423,26,33,263,4.4,7000,14.4,3.6,82
13,Georgia,GA,30660,Wilkes,Philomath,https://www.countyhealthrankings.org/app/georgia/2021/rankings/wilkes/county/outcomes/overall/snapshot,9777,10617423,26,41,308,4.5,10500,23.7,40.5,35.8
13,Georgia,GA,31003,Wilkinson,Allentown,https://www.countyhealthrankings.org/app/georgia/2021/rankings/wilkinson/county/outcomes/overall/snapshot,8954,10617423,25,34,179,3.8,10600,20.2,37.9,41.9
13,Georgia,GA,31772,Worth,Oakfield,https://www.countyhealthrankings.org/app/georgia/2021/rankings/worth/county/outcomes/overall/snapshot,20247,10617423,23,44,419,3.9,10600,19.9,27.6,52.5
15,Hawaii,HI,96704,Hawaii,Captain cook,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/hawaii/county/outcomes/overall/snapshot,201513,1415872,17,26,237,3.4,7200,21.9,0.7,77.4
15,Hawaii,HI,96701,Honolulu,Aiea,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/honolulu/county/outcomes/overall/snapshot,974563,1415872,17,24,238,2.6,5600,18.2,2.5,79.3
15,Hawaii,HI,96742,Kalawao,Kalaupapa,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/kalawao/county/outcomes/overall/snapshot,86,1415872,15,12,293,2.6,5700,45.3,0,54.7
15,Hawaii,HI,96703,Kauai,Anahola,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/kauai/county/outcomes/overall/snapshot,72293,1415872,16,24,235,2.7,6200,20.7,0.6,78.7
15,Hawaii,HI,96708,Maui,Haiku,https://www.countyhealthrankings.org/app/hawaii/2021/rankings/maui/county/outcomes/overall/snapshot,167417,1415872,15,25,293,2.6,5700,19,0.7,80.3
16,Idaho,ID,83616,Ada,Eagle,https://www.countyhealthrankings.org/app/idaho/2021/rankings/ada/county/outcomes/overall/snapshot,481587,1787065,13,25,231,2.5,4800,14.9,1.3,83.8
16,Idaho,ID,83201,Bannock,Pocatello,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bannock/county/outcomes/overall/snapshot,87808,1787065,17,31,254,2.8,7800,14.7,0.9,84.4
16,Idaho,ID,83220,Bear Lake,Bern,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bear-lake/county/outcomes/overall/snapshot,6125,1787065,17,30,176,2.9,7700,20.7,0.3,79
16,Idaho,ID,83824,Benewah,Desmet,https://www.countyhealthrankings.org/app/idaho/2021/rankings/benewah/county/outcomes/overall/snapshot,9298,1787065,20,30,272,5.2,10800,22.8,0.4,76.8
16,Idaho,ID,83203,Bingham,Fort hall,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bingham/county/outcomes/overall/snapshot,46811,1787065,19,34,163,2.7,8100,14.5,0.3,85.2
16,Idaho,ID,83313,Blaine,Bellevue,https://www.countyhealthrankings.org/app/idaho/2021/rankings/blaine/county/outcomes/overall/snapshot,23021,1787065,16,17,173,2.6,4800,20.3,0.5,79.2
16,Idaho,ID,83602,Boise,Banks,https://www.countyhealthrankings.org/app/idaho/2021/rankings/boise/county/outcomes/overall/snapshot,7831,1787065,15,30,164,4.3,5300,26.3,0.4,73.3
16,Idaho,ID,83804,Bonner,Blanchard,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bonner/county/outcomes/overall/snapshot,45739,1787065,17,25,166,4.2,6800,25.4,0.3,74.3
16,Idaho,ID,83401,Bonneville,Ammon,https://www.countyhealthrankings.org/app/idaho/2021/rankings/bonneville/county/outcomes/overall/snapshot,119062,1787065,17,29,274,2.4,7500,13.5,0.6,85.9
16,Idaho,ID,83805,Boundary,Bonners ferry,https://www.countyhealthrankings.org/app/idaho/2021/rankings/boundary/county/outcomes/overall/snapshot,12245,1787065,18,27,94,4.4,8100,23.1,0.6,76.3
16,Idaho,ID,83322,Camas,Corral,https://www.countyhealthrankings.org/app/idaho/2021/rankings/camas/county/outcomes/overall/snapshot,1106,1787065,20,30,0,2.7,7000,24.4,0.5,75.1
16,Idaho,ID,83605,Canyon,Caldwell,https://www.countyhealthrankings.org/app/idaho/2021/rankings/canyon/county/outcomes/overall/snapshot,229849,1787065,20,35,263,3.2,6400,14,0.6,85.4
16,Idaho,ID,83120,Caribou,,https://www.countyhealthrankings.org/app/idaho/2021/rankings/caribou/county/outcomes/overall/snapshot,7155,1787065,16,28,59,2.7,5500,17.3,0.1,82.6
16,Idaho,ID,83311,Cassia,Albion,https://www.countyhealthrankings.org/app/idaho/2021/rankings/cassia/county/outcomes/overall/snapshot,24030,1787065,20,34,188,2.4,7600,14.5,0.4,85.1
16,Idaho,ID,83520,Clearwater,Ahsahka,https://www.countyhealthrankings.org/app/idaho/2021/rankings/clearwater/county/outcomes/overall/snapshot,8756,1787065,19,34,239,6.8,6300,28,0.6,71.4
16,Idaho,ID,83617,Gem,Montour,https://www.countyhealthrankings.org/app/idaho/2021/rankings/gem/county/outcomes/overall/snapshot,18112,1787065,20,38,183,3.3,6100,22,0.2,77.8
16,Idaho,ID,83314,Gooding,Bliss,https://www.countyhealthrankings.org/app/idaho/2021/rankings/gooding/county/outcomes/overall/snapshot,15179,1787065,21,31,158,2.6,7000,17.9,0.3,81.8
16,Idaho,ID,83522,Idaho,Cottonwood,https://www.countyhealthrankings.org/app/idaho/2021/rankings/idaho/county/outcomes/overall/snapshot,16667,1787065,20,30,135,4.5,7100,28.6,0.5,70.9
16,Idaho,ID,83325,Jerome,Eden,https://www.countyhealthrankings.org/app/idaho/2021/rankings/jerome/county/outcomes/overall/snapshot,24412,1787065,23,32,278,2.6,5700,13.2,0.4,86.4
16,Idaho,ID,83801,Kootenai,Athol,https://www.countyhealthrankings.org/app/idaho/2021/rankings/kootenai/county/outcomes/overall/snapshot,165697,1787065,16,26,255,3.6,6000,19.4,0.4,80.2
16,Idaho,ID,83535,Latah,Juliaetta,https://www.countyhealthrankings.org/app/idaho/2021/rankings/latah/county/outcomes/overall/snapshot,40108,1787065,15,26,105,2.7,5300,14.1,1,84.9
16,Idaho,ID,83253,Lemhi,Patterson,https://www.countyhealthrankings.org/app/idaho/2021/rankings/lemhi/county/outcomes/overall/snapshot,8027,1787065,18,25,175,4.8,8100,30.6,0.3,69.1
16,Idaho,ID,83523,Lewis,Craigmont,https://www.countyhealthrankings.org/app/idaho/2021/rankings/lewis/county/outcomes/overall/snapshot,3838,1787065,20,31,129,5.5,7100,26.9,0.6,72.5
16,Idaho,ID,83336,Minidoka,Heyburn,https://www.countyhealthrankings.org/app/idaho/2021/rankings/minidoka/county/outcomes/overall/snapshot,21039,1787065,23,31,168,2.5,7600,16.2,0.4,83.4
16,Idaho,ID,83501,Nez Perce,South gate plaza,https://www.countyhealthrankings.org/app/idaho/2021/rankings/nez-perce/county/outcomes/overall/snapshot,40408,1787065,17,30,145,2.8,7400,20.2,0.5,79.3
16,Idaho,ID,83243,Oneida,Holbrook,https://www.countyhealthrankings.org/app/idaho/2021/rankings/oneida/county/outcomes/overall/snapshot,4531,1787065,18,32,70,2.3,7700,20.4,0.4,79.2
16,Idaho,ID,83604,Owyhee,Grasmere,https://www.countyhealthrankings.org/app/idaho/2021/rankings/owyhee/county/outcomes/overall/snapshot,11823,1787065,24,40,183,3.4,8800,18,0.4,81.6
16,Idaho,ID,83619,Payette,Fruitland,https://www.countyhealthrankings.org/app/idaho/2021/rankings/payette/county/outcomes/overall/snapshot,23951,1787065,20,38,220,3.6,9200,18.6,0.4,81
16,Idaho,ID,83211,Power,American falls,https://www.countyhealthrankings.org/app/idaho/2021/rankings/power/county/outcomes/overall/snapshot,7681,1787065,22,39,110,3.1,6500,15.7,0.3,84
16,Idaho,ID,83802,Shoshone,Avery,https://www.countyhealthrankings.org/app/idaho/2021/rankings/shoshone/county/outcomes/overall/snapshot,12882,1787065,21,35,396,5.9,9200,23.1,0.6,76.3
16,Idaho,ID,83422,Teton,Driggs,https://www.countyhealthrankings.org/app/idaho/2021/rankings/teton/county/outcomes/overall/snapshot,12142,1787065,14,19,85,2.2,3900,13.1,0.3,86.6
16,Idaho,ID,83301,Twin Falls,Twin falls,https://www.countyhealthrankings.org/app/idaho/2021/rankings/twin-falls/county/outcomes/overall/snapshot,86878,1787065,18,31,242,2.8,7000,15.6,0.7,83.7
16,Idaho,ID,83611,Valley,West mountain,https://www.countyhealthrankings.org/app/idaho/2021/rankings/valley/county/outcomes/overall/snapshot,11392,1787065,14,29,327,3.9,3300,25.9,0.4,73.7
17,Illinois,IL,62914,Alexander,Cairo,https://www.countyhealthrankings.org/app/illinois/2021/rankings/alexander/county/outcomes/overall/snapshot,5761,12671821,26,18,1316,6.2,11000,23.1,31.3,45.6
17,Illinois,IL,62086,Bond,Sorento,https://www.countyhealthrankings.org/app/illinois/2021/rankings/bond/county/outcomes/overall/snapshot,16426,12671821,18,28,39,3.8,7800,19.4,6.2,74.4
17,Illinois,IL,62353,Brown,Mount sterling,https://www.countyhealthrankings.org/app/illinois/2021/rankings/brown/county/outcomes/overall/snapshot,6578,12671821,19,21,134,2.4,6100,14.1,18.5,67.4
17,Illinois,IL,61312,Bureau,Arlington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/bureau/county/outcomes/overall/snapshot,32628,12671821,17,32,132,4.6,6300,22.5,0.8,76.7
17,Illinois,IL,62611,Cass,Arenzville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/cass/county/outcomes/overall/snapshot,12147,12671821,21,33,518,4.1,8000,18.3,4.1,77.6
17,Illinois,IL,60949,Champaign,Ludlow,https://www.countyhealthrankings.org/app/illinois/2021/rankings/champaign/county/outcomes/overall/snapshot,209689,12671821,16,30,487,3.8,6100,13.3,13.4,73.3
17,Illinois,IL,62083,Christian,Rosamond,https://www.countyhealthrankings.org/app/illinois/2021/rankings/christian/county/outcomes/overall/snapshot,32304,12671821,18,36,185,4.8,7200,20.2,1.6,78.2
17,Illinois,IL,62215,Clinton,Albers,https://www.countyhealthrankings.org/app/illinois/2021/rankings/clinton/county/outcomes/overall/snapshot,37562,12671821,16,31,146,3.1,6000,18,3.5,78.5
17,Illinois,IL,61912,Coles,Ashmore,https://www.countyhealthrankings.org/app/illinois/2021/rankings/coles/county/outcomes/overall/snapshot,50621,12671821,19,33,278,4,6600,17.5,3.9,78.6
17,Illinois,IL,62428,Cumberland,Hazel dell,https://www.countyhealthrankings.org/app/illinois/2021/rankings/cumberland/county/outcomes/overall/snapshot,10766,12671821,18,25,115,3.4,5600,20.4,0.5,79.1
17,Illinois,IL,61727,De Witt,Clinton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/de-witt/county/outcomes/overall/snapshot,15638,12671821,17,28,188,4.3,8800,19.8,0.9,79.3
17,Illinois,IL,60101,DuPage,Addison,https://www.countyhealthrankings.org/app/illinois/2021/rankings/dupage/county/outcomes/overall/snapshot,922921,12671821,12,26,89,2.9,4300,16.1,5,78.9
17,Illinois,IL,61917,Edgar,Brocton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/edgar/county/outcomes/overall/snapshot,17161,12671821,17,31,294,4.2,8200,22.5,0.6,76.9
17,Illinois,IL,62476,Edwards,West salem,https://www.countyhealthrankings.org/app/illinois/2021/rankings/edwards/county/outcomes/overall/snapshot,6395,12671821,16,30,115,4.1,8900,21.9,0.5,77.6
17,Illinois,IL,60919,Ford,Cabery,https://www.countyhealthrankings.org/app/illinois/2021/rankings/ford/county/outcomes/overall/snapshot,12961,12671821,18,29,252,4.3,7400,19.3,0.9,79.8
17,Illinois,IL,62867,Gallatin,New haven,https://www.countyhealthrankings.org/app/illinois/2021/rankings/gallatin/county/outcomes/overall/snapshot,4828,12671821,21,26,180,4.9,11700,24.4,0.7,74.9
17,Illinois,IL,60407,Grundy,Braceville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/grundy/county/outcomes/overall/snapshot,51054,12671821,15,32,101,4.5,6600,14.6,1.6,83.8
17,Illinois,IL,62919,Hardin,Cave in rock,https://www.countyhealthrankings.org/app/illinois/2021/rankings/hardin/county/outcomes/overall/snapshot,3821,12671821,21,29,207,6.6,13500,26.7,0.4,72.9
17,Illinois,IL,61418,Henderson,Biggsville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/henderson/county/outcomes/overall/snapshot,6646,12671821,17,35,257,4.8,9300,25.4,0.5,74.1
17,Illinois,IL,60911,Iroquois,Ashkum,https://www.countyhealthrankings.org/app/illinois/2021/rankings/iroquois/county/outcomes/overall/snapshot,27114,12671821,18,30,136,4.2,9400,22,1.2,76.8
17,Illinois,IL,62022,Jersey,Dow,https://www.countyhealthrankings.org/app/illinois/2021/rankings/jersey/county/outcomes/overall/snapshot,21773,12671821,16,32,132,4.4,8400,19.8,0.7,79.5
17,Illinois,IL,61001,Jo Daviess,Apple river,https://www.countyhealthrankings.org/app/illinois/2021/rankings/jo-daviess/county/outcomes/overall/snapshot,21235,12671821,16,26,131,4.1,6300,28.8,0.7,70.5
17,Illinois,IL,60109,Kane,Burlington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kane/county/outcomes/overall/snapshot,532403,12671821,16,28,166,4.4,5000,14.3,5.3,80.4
17,Illinois,IL,60901,Kankakee,Kankakee,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kankakee/county/outcomes/overall/snapshot,109862,12671821,19,38,318,5,8500,17.3,14.6,68.1
17,Illinois,IL,60512,Kendall,Bristol,https://www.countyhealthrankings.org/app/illinois/2021/rankings/kendall/county/outcomes/overall/snapshot,128990,12671821,14,35,104,3.3,4300,10.7,7.4,81.9
17,Illinois,IL,61401,Knox,Galesburg,https://www.countyhealthrankings.org/app/illinois/2021/rankings/knox/county/outcomes/overall/snapshot,49699,12671821,20,35,355,5,7300,21.9,8,70.1
17,Illinois,IL,60420,Livingston,Dwight,https://www.countyhealthrankings.org/app/illinois/2021/rankings/livingston/county/outcomes/overall/snapshot,35648,12671821,18,30,184,4.1,8200,19.4,4.1,76.5
17,Illinois,IL,62009,Macoupin,Benld,https://www.countyhealthrankings.org/app/illinois/2021/rankings/macoupin/county/outcomes/overall/snapshot,44926,12671821,17,24,170,4.3,7800,20.4,0.9,78.7
17,Illinois,IL,61532,Mason,Forest city,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mason/county/outcomes/overall/snapshot,13359,12671821,19,28,364,5.3,8500,22.4,0.7,76.9
17,Illinois,IL,62910,Massac,New liberty,https://www.countyhealthrankings.org/app/illinois/2021/rankings/massac/county/outcomes/overall/snapshot,13772,12671821,20,35,318,5.6,9800,21.4,5.8,72.8
17,Illinois,IL,61411,McDonough,Adair,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mcdonough/county/outcomes/overall/snapshot,29682,12671821,17,36,257,4.7,7300,18.1,5.2,76.7
17,Illinois,IL,60012,McHenry,Crystal lake,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mchenry/county/outcomes/overall/snapshot,307774,12671821,14,33,96,3.3,5200,15.2,1.6,83.2
17,Illinois,IL,61701,McLean,Bloomington,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mclean/county/outcomes/overall/snapshot,171517,12671821,14,31,287,3.8,5900,13.8,8.1,78.1
17,Illinois,IL,62613,Menard,Fancy prairie,https://www.countyhealthrankings.org/app/illinois/2021/rankings/menard/county/outcomes/overall/snapshot,12196,12671821,15,27,84,3.8,6600,20,0.9,79.1
17,Illinois,IL,61231,Mercer,Aledo,https://www.countyhealthrankings.org/app/illinois/2021/rankings/mercer/county/outcomes/overall/snapshot,15437,12671821,16,34,96,5,7100,21.8,0.7,77.5
17,Illinois,IL,61914,Moultrie,Bethany,https://www.countyhealthrankings.org/app/illinois/2021/rankings/moultrie/county/outcomes/overall/snapshot,14501,12671821,17,24,278,3.3,5400,19.4,0.7,79.9
17,Illinois,IL,60113,Ogle,Creston,https://www.countyhealthrankings.org/app/illinois/2021/rankings/ogle/county/outcomes/overall/snapshot,50643,12671821,17,37,71,4.8,6900,19.2,1.1,79.7
17,Illinois,IL,61451,Peoria,Laura,https://www.countyhealthrankings.org/app/illinois/2021/rankings/peoria/county/outcomes/overall/snapshot,179179,12671821,17,39,524,5.1,8600,17.6,18.4,64
17,Illinois,IL,61813,Piatt,Bement,https://www.countyhealthrankings.org/app/illinois/2021/rankings/piatt/county/outcomes/overall/snapshot,16344,12671821,14,25,167,3.6,6100,19.8,0.6,79.6
17,Illinois,IL,62419,Richland,Calhoun,https://www.countyhealthrankings.org/app/illinois/2021/rankings/richland/county/outcomes/overall/snapshot,15513,12671821,18,22,334,4.1,7900,21.1,0.9,78
17,Illinois,IL,52761,Rock Island,,https://www.countyhealthrankings.org/app/illinois/2021/rankings/rock-island/county/outcomes/overall/snapshot,141879,12671821,18,35,347,4.9,7300,19.8,10.5,69.7
17,Illinois,IL,62515,Sangamon,Buffalo hart,https://www.countyhealthrankings.org/app/illinois/2021/rankings/sangamon/county/outcomes/overall/snapshot,194672,12671821,16,34,815,4,7500,18.4,12.8,68.8
17,Illinois,IL,61452,Schuyler,Littleton,https://www.countyhealthrankings.org/app/illinois/2021/rankings/schuyler/county/outcomes/overall/snapshot,6768,12671821,18,25,140,4.2,8500,23.4,3.6,73
17,Illinois,IL,61421,Stark,Bradford,https://www.countyhealthrankings.org/app/illinois/2021/rankings/stark/county/outcomes/overall/snapshot,5342,12671821,18,23,41,5.7,9200,22.8,0.8,76.4
17,Illinois,IL,61013,Stephenson,Cedarville,https://www.countyhealthrankings.org/app/illinois/2021/rankings/stephenson/county/outcomes/overall/snapshot,44498,12671821,17,38,128,4.4,6900,23.4,10.1,66.5
17,Illinois,IL,61534,Tazewell,Green valley,https://www.countyhealthrankings.org/app/illinois/2021/rankings/tazewell/county/outcomes/overall/snapshot,131803,12671821,15,30,241,4.4,6700,19.3,1.3,79.4
17,Illinois,IL,60932,Vermilion,East lynn,https://www.countyhealthrankings.org/app/illinois/2021/rankings/vermilion/county/outcomes/overall/snapshot,75758,12671821,21,43,705,5.1,10600,19.8,13.5,66.7
17,Illinois,IL,62410,Wabash,Allendale,https://www.countyhealthrankings.org/app/illinois/2021/rankings/wabash/county/outcomes/overall/snapshot,11520,12671821,17,28,157,3.8,6500,21.4,0.9,77.7
17,Illinois,IL,61037,Whiteside,Galt,https://www.countyhealthrankings.org/app/illinois/2021/rankings/whiteside/county/outcomes/overall/snapshot,55175,12671821,17,36,191,4.3,7100,21.3,1.5,77.2
17,Illinois,IL,60401,Will,Beecher,https://www.countyhealthrankings.org/app/illinois/2021/rankings/will/county/outcomes/overall/snapshot,690743,12671821,15,34,163,3.8,5900,13.5,11.7,74.8
17,Illinois,IL,62915,Williamson,Cambria,https://www.countyhealthrankings.org/app/illinois/2021/rankings/williamson/county/outcomes/overall/snapshot,66597,12671821,17,29,63,4.3,7500,19.5,4.5,76
17,Illinois,IL,61016,Winnebago,Cherry valley,https://www.countyhealthrankings.org/app/illinois/2021/rankings/winnebago/county/outcomes/overall/snapshot,282572,12671821,19,30,887,5.7,9300,18,13.3,68.7
17,Illinois,IL,61516,Woodford,Benson,https://www.countyhealthrankings.org/app/illinois/2021/rankings/woodford/county/outcomes/overall/snapshot,38459,12671821,13,31,73,3.7,6000,18.6,0.7,80.7
18,Indiana,IN,46741,Allen,Grabill,https://www.countyhealthrankings.org/app/indiana/2021/rankings/allen/county/outcomes/overall/snapshot,379299,6732219,19,34,296,3.1,8200,14.9,11.5,73.6
18,Indiana,IN,47201,Bartholomew,Columbus,https://www.countyhealthrankings.org/app/indiana/2021/rankings/bartholomew/county/outcomes/overall/snapshot,83779,6732219,17,32,96,2.5,7600,16.5,2.1,81.4
18,Indiana,IN,47348,Blackford,Hartford city,https://www.countyhealthrankings.org/app/indiana/2021/rankings/blackford/county/outcomes/overall/snapshot,11758,6732219,20,29,49,4,9800,21.9,0.7,77.4
18,Indiana,IN,47501,Daviess,Washington,https://www.countyhealthrankings.org/app/indiana/2021/rankings/daviess/county/outcomes/overall/snapshot,33351,6732219,22,30,161,2.6,7300,15.4,2.1,82.5
18,Indiana,IN,47001,Dearborn,Aurora,https://www.countyhealthrankings.org/app/indiana/2021/rankings/dearborn/county/outcomes/overall/snapshot,49458,6732219,17,32,147,3.6,7800,18.3,0.7,81
18,Indiana,IN,47302,Delaware,Muncie,https://www.countyhealthrankings.org/app/indiana/2021/rankings/delaware/county/outcomes/overall/snapshot,114135,6732219,21,34,271,3.9,10700,17.5,7,75.5
18,Indiana,IN,47513,Dubois,Birdseye,https://www.countyhealthrankings.org/app/indiana/2021/rankings/dubois/county/outcomes/overall/snapshot,42736,6732219,17,32,395,2.4,5600,17.9,0.7,81.4
18,Indiana,IN,46507,Elkhart,Bristol,https://www.countyhealthrankings.org/app/indiana/2021/rankings/elkhart/county/outcomes/overall/snapshot,206341,6732219,21,34,357,3.1,7200,15.1,5.6,79.3
18,Indiana,IN,47918,Fountain,Attica,https://www.countyhealthrankings.org/app/indiana/2021/rankings/fountain/county/outcomes/overall/snapshot,16346,6732219,19,34,243,3.5,9500,20.3,0.4,79.3
18,Indiana,IN,47639,Gibson,Haubstadt,https://www.countyhealthrankings.org/app/indiana/2021/rankings/gibson/county/outcomes/overall/snapshot,33659,6732219,18,34,115,2.5,8400,17.8,2.6,79.6
18,Indiana,IN,47112,Harrison,Corydon,https://www.countyhealthrankings.org/app/indiana/2021/rankings/harrison/county/outcomes/overall/snapshot,40515,6732219,18,39,82,3.2,7700,18.1,0.6,81.3
18,Indiana,IN,46103,Hendricks,Amo,https://www.countyhealthrankings.org/app/indiana/2021/rankings/hendricks/county/outcomes/overall/snapshot,170311,6732219,14,32,176,2.7,5300,14.2,7.6,78.2
18,Indiana,IN,46702,Huntington,Andrews,https://www.countyhealthrankings.org/app/indiana/2021/rankings/huntington/county/outcomes/overall/snapshot,36520,6732219,18,39,33,3.3,6800,17.5,0.7,81.8
18,Indiana,IN,47326,Jay,Bryant,https://www.countyhealthrankings.org/app/indiana/2021/rankings/jay/county/outcomes/overall/snapshot,20436,6732219,22,34,100,3,10700,18.5,0.5,81
18,Indiana,IN,47223,Jennings,Butlerville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/jennings/county/outcomes/overall/snapshot,27735,6732219,21,42,261,3.3,11800,16.9,0.8,82.3
18,Indiana,IN,46502,Kosciusko,Atwood,https://www.countyhealthrankings.org/app/indiana/2021/rankings/kosciusko/county/outcomes/overall/snapshot,79456,6732219,19,35,159,2.8,7100,17.3,1,81.7
18,Indiana,IN,46565,Lagrange,Shipshewana,https://www.countyhealthrankings.org/app/indiana/2021/rankings/lagrange/county/outcomes/overall/snapshot,39614,6732219,23,35,103,2.8,6700,13.9,0.4,85.7
18,Indiana,IN,46911,Miami,Amboy,https://www.countyhealthrankings.org/app/indiana/2021/rankings/miami/county/outcomes/overall/snapshot,35516,6732219,22,38,147,3.9,7700,18,4.8,77.2
18,Indiana,IN,46701,Noble,Albion,https://www.countyhealthrankings.org/app/indiana/2021/rankings/noble/county/outcomes/overall/snapshot,47744,6732219,19,37,158,3.1,8300,16.5,1,82.5
18,Indiana,IN,47040,Ohio,Rising sun,https://www.countyhealthrankings.org/app/indiana/2021/rankings/ohio/county/outcomes/overall/snapshot,5875,6732219,17,28,30,3.5,6600,22.4,0.6,77
18,Indiana,IN,47427,Owen,Coal city,https://www.countyhealthrankings.org/app/indiana/2021/rankings/owen/county/outcomes/overall/snapshot,20799,6732219,21,32,49,4,9000,19.9,0.5,79.6
18,Indiana,IN,47832,Parke,Bloomingdale,https://www.countyhealthrankings.org/app/indiana/2021/rankings/parke/county/outcomes/overall/snapshot,16937,6732219,21,35,64,3.8,7000,20,2.6,77.4
18,Indiana,IN,46301,Porter,Beverly shores,https://www.countyhealthrankings.org/app/indiana/2021/rankings/porter/county/outcomes/overall/snapshot,170389,6732219,17,33,97,3.7,6900,16.9,4.1,79
18,Indiana,IN,47612,Posey,Cynthiana,https://www.countyhealthrankings.org/app/indiana/2021/rankings/posey/county/outcomes/overall/snapshot,25427,6732219,17,34,305,2.7,6900,19.7,1,79.3
18,Indiana,IN,47006,Ripley,Batesville,https://www.countyhealthrankings.org/app/indiana/2021/rankings/ripley/county/outcomes/overall/snapshot,28324,6732219,18,31,30,3.3,8200,18.3,0.5,81.2
18,Indiana,IN,46104,Rush,Arlington,https://www.countyhealthrankings.org/app/indiana/2021/rankings/rush/county/outcomes/overall/snapshot,16581,6732219,21,30,176,2.7,8000,18.7,1,80.3
18,Indiana,IN,47523,Spencer,Dale,https://www.countyhealthrankings.org/app/indiana/2021/rankings/spencer/county/outcomes/overall/snapshot,20277,6732219,18,36,395,3.1,7600,20,0.8,79.2
